"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2668","Validar integracion de la tasa de cambio","","2026-07-22","failed","2026-07-22","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","2547","Obtener los datos propios de un cliente autenticado","","2026-07-22","failed","2026-07-22","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","999","Consultar el estado de los códigos de descuento","","2026-07-22","passed","2026-07-22","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","2036","Registrar un cliente nuevo exitosamente","","2026-07-22","passed","2026-07-22","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","2364","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-22","failed","2026-07-22","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","8829","Consultar estado de la base de datos","","2026-07-22","passed","2026-07-22","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","1232","Consultar el estado de los códigos de descuento","","2026-07-22","failed","2026-07-22","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","3419","Navegar a la pagina de un producto recomendado desde el home","","2026-07-22","passed","2026-07-22","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","1957","Comprobar el estado de los componentes","","2026-07-22","passed","2026-07-22","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","2599","Autenticarme como un cliente","","2026-07-22","passed","2026-07-22","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","2633","Visualizar el carrito al hacer click en el icono","","2026-07-22","passed","2026-07-22","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","2778","Validar que el home carga correctamente","","2026-07-22","passed","2026-07-22","","Home del Ecommerce","Validar que el home carga correctamente",""
"","11871","Validar que el boton de buscar por foto no sustituya al de agregar al carrito","","2026-07-22","broken","2026-07-22","","Home del Ecommerce","Validar que el boton de buscar por foto no sustituya al de agregar al carrito",""
"","12293","Visualizar el carrito al hacer click en el icono","","2026-07-22","broken","2026-07-22","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","11795","Agregar un producto al carrito desde el home","","2026-07-22","broken","2026-07-22","","Home del Ecommerce","Agregar un producto al carrito desde el home",""
