"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3013","Desactivar un médico haciendo un borrado lógico","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
"","3438","Listar todos los médicos activos","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
"","1258","Crear un carrito","","2026-07-02","passed","2026-07-02","","Requests al backend del Ecommerce","Crear un carrito",""
"","62839","Validar que el home carga correctamente","","2026-07-02","failed","2026-07-02","","Home del Ecommerce","Validar que el home carga correctamente",""
"","1481","Consultar el estado de los códigos de descuento de doctores","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","2972","Actualizar la especialidad de un médico específico","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","3125","Registrar un nuevo medico exitosamente","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","2314","Comprobar el estado de los componentes","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","2472","Validar integracion de la tasa de cambio","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","2315","Obtener los datos propios de un cliente autenticado","","2026-07-02","passed","2026-07-02","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","2239","Registrar un cliente nuevo exitosamente","","2026-07-02","passed","2026-07-02","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","6569","Autenticarme como un cliente","","2026-07-02","passed","2026-07-02","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","6031","Consultar estado de la base de datos","","2026-07-02","passed","2026-07-02","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","1265","Comprobar el estado de una comanda registrada","","2026-07-02","failed","2026-07-02","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
