"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","824","Actualizar la especialidad de un médico específico","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","797","Desactivar un médico haciendo un borrado lógico","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
"","931","Obtener los datos propios de un cliente autenticado","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","850","Validar integracion de la tasa de cambio","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","904","Crear un carrito","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Crear un carrito",""
"","2006","Comprobar el estado de los componentes","","2026-07-05","passed","2026-07-05","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","874","Comprobar el estado de una comanda registrada","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
"","928","Consultar el estado de los códigos de descuento de doctores","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","966","Listar todos los médicos activos","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
"","4090","Consultar estado de la base de datos","","2026-07-05","passed","2026-07-05","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","42060","Validar que el home carga correctamente","","2026-07-05","failed","2026-07-05","","Home del Ecommerce","Validar que el home carga correctamente",""
"","1261","Autenticarme como un cliente","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","868","Registrar un nuevo medico exitosamente","","2026-07-05","failed","2026-07-05","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","1720","Registrar un cliente nuevo exitosamente","","2026-07-05","passed","2026-07-05","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
