"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1307","Registrar un nuevo medico exitosamente","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","6220","Consultar estado de la base de datos","","2026-07-13","passed","2026-07-13","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","857","Obtener los datos propios de un cliente autenticado","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","2270","Comprobar el estado de los componentes","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","873","Validar integracion de la tasa de cambio","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","783","Comprobar el estado de una comanda registrada","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
"","41674","Validar que el home carga correctamente","","2026-07-13","failed","2026-07-13","","Home del Ecommerce","Validar que el home carga correctamente",""
"","976","Consultar el estado de los códigos de descuento de doctores","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","1252","Autenticarme como un cliente","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","894","Crear un carrito","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Crear un carrito",""
"","892","Actualizar la especialidad de un médico específico","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","982","Listar todos los médicos activos","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
"","914","Registrar un cliente nuevo exitosamente","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","816","Desactivar un médico haciendo un borrado lógico","","2026-07-13","failed","2026-07-13","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
