"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1550","Comprobar el estado de los componentes","","2026-07-19","passed","2026-07-19","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","2151","Registrar un cliente nuevo exitosamente","","2026-07-19","passed","2026-07-19","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","2801","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-19","failed","2026-07-19","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","943","Consultar el estado de los códigos de descuento","","2026-07-19","passed","2026-07-19","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","889","Consultar el estado de los códigos de descuento","","2026-07-19","passed","2026-07-19","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","2275","Autenticarme como un cliente","","2026-07-19","passed","2026-07-19","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","2232","Validar integracion de la tasa de cambio","","2026-07-19","failed","2026-07-19","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","3867","Navegar a la pagina de un producto recomendado desde el home","","2026-07-19","passed","2026-07-19","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","12969","Visualizar el carrito al hacer click en el icono","","2026-07-19","broken","2026-07-19","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","12300","Validar que el boton de buscar por foto no sustituya al de agregar al carrito","","2026-07-19","broken","2026-07-19","","Home del Ecommerce","Validar que el boton de buscar por foto no sustituya al de agregar al carrito",""
"","3094","Visualizar el carrito al hacer click en el icono","","2026-07-19","passed","2026-07-19","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","8865","Consultar estado de la base de datos","","2026-07-19","passed","2026-07-19","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","3708","Validar que el home carga correctamente","","2026-07-19","passed","2026-07-19","","Home del Ecommerce","Validar que el home carga correctamente",""
"","1814","Obtener los datos propios de un cliente autenticado","","2026-07-19","passed","2026-07-19","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","12281","Agregar un producto al carrito desde el home","","2026-07-19","broken","2026-07-19","","Home del Ecommerce","Agregar un producto al carrito desde el home",""
