"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1567","Comprobar el estado de los componentes","","2026-07-18","passed","2026-07-18","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","12844","Visualizar el carrito al hacer click en el icono","","2026-07-18","broken","2026-07-18","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","3395","Validar que el home carga correctamente","","2026-07-18","passed","2026-07-18","","Home del Ecommerce","Validar que el home carga correctamente",""
"","2838","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-18","failed","2026-07-18","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","12299","Validar que el boton de buscar por foto no sustituya al de agregar al carrito","","2026-07-18","broken","2026-07-18","","Home del Ecommerce","Validar que el boton de buscar por foto no sustituya al de agregar al carrito",""
"","9269","Consultar estado de la base de datos","","2026-07-18","passed","2026-07-18","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","3113","Visualizar el carrito al hacer click en el icono","","2026-07-18","passed","2026-07-18","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","2161","Registrar un cliente nuevo exitosamente","","2026-07-18","passed","2026-07-18","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","12227","Agregar un producto al carrito desde el home","","2026-07-18","broken","2026-07-18","","Home del Ecommerce","Agregar un producto al carrito desde el home",""
"","3796","Navegar a la pagina de un producto recomendado desde el home","","2026-07-18","passed","2026-07-18","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","916","Consultar el estado de los códigos de descuento","","2026-07-18","passed","2026-07-18","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","1928","Autenticarme como un cliente","","2026-07-18","passed","2026-07-18","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","2293","Validar integracion de la tasa de cambio","","2026-07-18","failed","2026-07-18","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","1917","Obtener los datos propios de un cliente autenticado","","2026-07-18","passed","2026-07-18","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","847","Consultar el estado de los códigos de descuento","","2026-07-18","passed","2026-07-18","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
