"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1134","Comprobar el health de integración","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Comprobar el health de integración",""
"","872","Comprobar el health live del sistema","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Comprobar el health live del sistema",""
"","2860","Comprobar el health ready del sistema","","2026-07-30","failed","2026-07-30","","Requests al backend del Ecommerce","Comprobar el health ready del sistema",""
"","2239","Listar el log de auditoria de ventas como administrador","","2026-07-30","broken","2026-07-30","","Requests al backend del Ecommerce","Listar el log de auditoria de ventas como administrador",""
"","1909","Autenticarme como un cliente","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","4772","Visualizar el carrito al hacer click en el icono","","2026-07-30","passed","2026-07-30","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","898","Comparativa de productos por un principio activo inexistente","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo inexistente",""
"","973","Rechazar consulta de perfil sin token","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Rechazar consulta de perfil sin token",""
"","1044","Consultar el estado de los códigos de descuento","","2026-07-30","failed","2026-07-30","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","34262","Navegar a la pagina de un producto recomendado desde el home","","2026-07-30","failed","2026-07-30","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","7375","Consultar el endpoint root","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Consultar el endpoint root",""
"","939","Consultar el detalle de un producto existente de forma publica","","2026-07-30","failed","2026-07-30","","Requests al backend del Ecommerce","Consultar el detalle de un producto existente de forma publica",""
"","3633","Validar que el home carga correctamente","","2026-07-30","passed","2026-07-30","","Home del Ecommerce","Validar que el home carga correctamente",""
"","2062","Registrar un cliente nuevo exitosamente","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","2003","Obtener los datos propios de un administrador autenticado","","2026-07-30","failed","2026-07-30","","Requests al backend del Ecommerce","Obtener los datos propios de un administrador autenticado",""
"","2573","Listar todos los productos del catalogo como administrador","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Listar todos los productos del catalogo como administrador",""
"","2467","Validar integracion de la tasa de cambio","","2026-07-30","failed","2026-07-30","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","973","Listar los principios activos disponibles","","2026-07-30","failed","2026-07-30","","Requests al backend del Ecommerce","Listar los principios activos disponibles",""
"","14392","Visualizar el carrito al hacer click en el icono","","2026-07-30","broken","2026-07-30","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","1229","Listar productos del catalogo publico con paginacion","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Listar productos del catalogo publico con paginacion",""
"","13441","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-30","broken","2026-07-30","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","923","Comparativa de productos por un principio activo existente","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo existente",""
"","1980","Obtener los datos propios de un cliente autenticado","","2026-07-30","failed","2026-07-30","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","860","Consultar el estado de los códigos de descuento","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","829","Rechazar consulta de perfil con token inválido","","2026-07-30","passed","2026-07-30","","Requests al backend del Ecommerce","Rechazar consulta de perfil con token inválido",""
