"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1749","Autenticarme como un cliente","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","775","Listar los principios activos disponibles","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Listar los principios activos disponibles",""
"","3626","Visualizar el carrito al hacer click en el icono","","2026-07-28","passed","2026-07-28","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","987","Rechazar consulta de perfil con token inválido","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Rechazar consulta de perfil con token inválido",""
"","921","Consultar el estado de los códigos de descuento","","2026-07-28","failed","2026-07-28","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","1113","Listar productos del catalogo publico con paginacion","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Listar productos del catalogo publico con paginacion",""
"","1991","Obtener los datos propios de un administrador autenticado","","2026-07-28","failed","2026-07-28","","Requests al backend del Ecommerce","Obtener los datos propios de un administrador autenticado",""
"","12422","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-28","broken","2026-07-28","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","5924","Comprobar el health ready del sistema","","2026-07-28","failed","2026-07-28","","Requests al backend del Ecommerce","Comprobar el health ready del sistema",""
"","867","Consultar el detalle de un producto existente de forma publica","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Consultar el detalle de un producto existente de forma publica",""
"","2167","Registrar un cliente nuevo exitosamente","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","1932","Validar integracion de la tasa de cambio","","2026-07-28","failed","2026-07-28","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","3303","Validar que el home carga correctamente","","2026-07-28","passed","2026-07-28","","Home del Ecommerce","Validar que el home carga correctamente",""
"","858","Comparativa de productos por un principio activo inexistente","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo inexistente",""
"","846","Consultar el estado de los códigos de descuento","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","10769","Consultar el endpoint root","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Consultar el endpoint root",""
"","836","Rechazar consulta de perfil sin token","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Rechazar consulta de perfil sin token",""
"","931","Comprobar el health live del sistema","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Comprobar el health live del sistema",""
"","1088","Comprobar el health de integración","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Comprobar el health de integración",""
"","2489","Listar el log de auditoria de ventas como administrador","","2026-07-28","broken","2026-07-28","","Requests al backend del Ecommerce","Listar el log de auditoria de ventas como administrador",""
"","1086","Comparativa de productos por un principio activo existente","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo existente",""
"","2381","Navegar a la pagina de un producto recomendado desde el home","","2026-07-28","broken","2026-07-28","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","2301","Listar todos los productos del catalogo como administrador","","2026-07-28","passed","2026-07-28","","Requests al backend del Ecommerce","Listar todos los productos del catalogo como administrador",""
"","13312","Visualizar el carrito al hacer click en el icono","","2026-07-28","broken","2026-07-28","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","1939","Obtener los datos propios de un cliente autenticado","","2026-07-28","failed","2026-07-28","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
