"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12130","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-27","broken","2026-07-27","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","1722","Comprobar el health ready del sistema","","2026-07-27","failed","2026-07-27","","Requests al backend del Ecommerce","Comprobar el health ready del sistema",""
"","987","Consultar el estado de los códigos de descuento","","2026-07-27","failed","2026-07-27","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","3220","Validar que el home carga correctamente","","2026-07-27","passed","2026-07-27","","Home del Ecommerce","Validar que el home carga correctamente",""
"","2068","Obtener los datos propios de un cliente autenticado","","2026-07-27","failed","2026-07-27","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","3876","Visualizar el carrito al hacer click en el icono","","2026-07-27","passed","2026-07-27","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","9687","Consultar el endpoint root","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Consultar el endpoint root",""
"","882","Comprobar el health live del sistema","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Comprobar el health live del sistema",""
"","929","Consultar el detalle de un producto existente de forma publica","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Consultar el detalle de un producto existente de forma publica",""
"","1991","Obtener los datos propios de un administrador autenticado","","2026-07-27","failed","2026-07-27","","Requests al backend del Ecommerce","Obtener los datos propios de un administrador autenticado",""
"","930","Listar productos del catalogo publico con paginacion","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Listar productos del catalogo publico con paginacion",""
"","829","Listar los principios activos disponibles","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Listar los principios activos disponibles",""
"","2036","Autenticarme como un cliente","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","848","Rechazar consulta de perfil con token inválido","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Rechazar consulta de perfil con token inválido",""
"","1080","Comprobar el health de integración","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Comprobar el health de integración",""
"","2295","Navegar a la pagina de un producto recomendado desde el home","","2026-07-27","broken","2026-07-27","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","2466","Listar el log de auditoria de ventas como administrador","","2026-07-27","broken","2026-07-27","","Requests al backend del Ecommerce","Listar el log de auditoria de ventas como administrador",""
"","2469","Listar todos los productos del catalogo como administrador","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Listar todos los productos del catalogo como administrador",""
"","2053","Registrar un cliente nuevo exitosamente","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","831","Rechazar consulta de perfil sin token","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Rechazar consulta de perfil sin token",""
"","1982","Validar integracion de la tasa de cambio","","2026-07-27","failed","2026-07-27","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","1076","Consultar el estado de los códigos de descuento","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","969","Comparativa de productos por un principio activo existente","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo existente",""
"","899","Comparativa de productos por un principio activo inexistente","","2026-07-27","passed","2026-07-27","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo inexistente",""
"","13062","Visualizar el carrito al hacer click en el icono","","2026-07-27","broken","2026-07-27","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
