"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2429","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-20","failed","2026-07-20","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","784","Consultar el estado de los códigos de descuento","","2026-07-20","passed","2026-07-20","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","6308","Consultar estado de la base de datos","","2026-07-20","passed","2026-07-20","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","2721","Registrar un cliente nuevo exitosamente","","2026-07-20","passed","2026-07-20","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","3100","Validar que el home carga correctamente","","2026-07-20","passed","2026-07-20","","Home del Ecommerce","Validar que el home carga correctamente",""
"","1756","Autenticarme como un cliente","","2026-07-20","passed","2026-07-20","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","2583","Visualizar el carrito al hacer click en el icono","","2026-07-20","passed","2026-07-20","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","11783","Agregar un producto al carrito desde el home","","2026-07-20","broken","2026-07-20","","Home del Ecommerce","Agregar un producto al carrito desde el home",""
"","12626","Visualizar el carrito al hacer click en el icono","","2026-07-20","broken","2026-07-20","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","1405","Comprobar el estado de los componentes","","2026-07-20","passed","2026-07-20","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","11831","Validar que el boton de buscar por foto no sustituya al de agregar al carrito","","2026-07-20","broken","2026-07-20","","Home del Ecommerce","Validar que el boton de buscar por foto no sustituya al de agregar al carrito",""
"","2109","Obtener los datos propios de un cliente autenticado","","2026-07-20","passed","2026-07-20","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","3173","Navegar a la pagina de un producto recomendado desde el home","","2026-07-20","passed","2026-07-20","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","2391","Validar integracion de la tasa de cambio","","2026-07-20","failed","2026-07-20","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","883","Consultar el estado de los códigos de descuento","","2026-07-20","failed","2026-07-20","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
