"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1801","Registrar un cliente nuevo exitosamente","","2026-07-11","passed","2026-07-11","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","1939","Actualizar la especialidad de un médico específico","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","927","Consultar el estado de los códigos de descuento de doctores","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","2848","Obtener los datos propios de un cliente autenticado","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","20979","Consultar estado de la base de datos","","2026-07-11","passed","2026-07-11","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","3134","Autenticarme como un cliente","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","2319","Validar integracion de la tasa de cambio","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","889","Comprobar el estado de una comanda registrada","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
"","1743","Listar todos los médicos activos","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
"","918","Crear un carrito","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Crear un carrito",""
"","43086","Validar que el home carga correctamente","","2026-07-11","failed","2026-07-11","","Home del Ecommerce","Validar que el home carga correctamente",""
"","2175","Desactivar un médico haciendo un borrado lógico","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
"","1741","Registrar un nuevo medico exitosamente","","2026-07-11","failed","2026-07-11","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","1579","Comprobar el estado de los componentes","","2026-07-11","passed","2026-07-11","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
