"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35537","Navegar a la pagina de un producto recomendado desde el home","","2026-07-29","failed","2026-07-29","","Home del Ecommerce","Navegar a la pagina de un producto recomendado desde el home",""
"","5880","Consultar el endpoint root","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Consultar el endpoint root",""
"","13531","Al cambiar de pagina el usuario debe estar al inicio de la pagina","","2026-07-29","broken","2026-07-29","","Home del Ecommerce","Al cambiar de pagina el usuario debe estar al inicio de la pagina",""
"","684","Rechazar consulta de perfil sin token","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Rechazar consulta de perfil sin token",""
"","1487","Autenticarme como un cliente","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","1566","Validar integracion de la tasa de cambio","","2026-07-29","failed","2026-07-29","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","640","Rechazar consulta de perfil con token inválido","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Rechazar consulta de perfil con token inválido",""
"","1880","Listar todos los productos del catalogo como administrador","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Listar todos los productos del catalogo como administrador",""
"","4098","Visualizar el carrito al hacer click en el icono","","2026-07-29","passed","2026-07-29","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","666","Comprobar el health de integración","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Comprobar el health de integración",""
"","661","Comparativa de productos por un principio activo inexistente","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo inexistente",""
"","2690","Listar el log de auditoria de ventas como administrador","","2026-07-29","broken","2026-07-29","","Requests al backend del Ecommerce","Listar el log de auditoria de ventas como administrador",""
"","2815","Comprobar el health ready del sistema","","2026-07-29","failed","2026-07-29","","Requests al backend del Ecommerce","Comprobar el health ready del sistema",""
"","664","Consultar el detalle de un producto existente de forma publica","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Consultar el detalle de un producto existente de forma publica",""
"","2896","Validar que el home carga correctamente","","2026-07-29","passed","2026-07-29","","Home del Ecommerce","Validar que el home carga correctamente",""
"","1055","Comparativa de productos por un principio activo existente","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Comparativa de productos por un principio activo existente",""
"","1754","Obtener los datos propios de un cliente autenticado","","2026-07-29","failed","2026-07-29","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","1701","Obtener los datos propios de un administrador autenticado","","2026-07-29","failed","2026-07-29","","Requests al backend del Ecommerce","Obtener los datos propios de un administrador autenticado",""
"","594","Listar los principios activos disponibles","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Listar los principios activos disponibles",""
"","13772","Visualizar el carrito al hacer click en el icono","","2026-07-29","broken","2026-07-29","","Home del Ecommerce","Visualizar el carrito al hacer click en el icono",""
"","623","Consultar el estado de los códigos de descuento","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
"","719","Listar productos del catalogo publico con paginacion","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Listar productos del catalogo publico con paginacion",""
"","2178","Registrar un cliente nuevo exitosamente","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","748","Comprobar el health live del sistema","","2026-07-29","passed","2026-07-29","","Requests al backend del Ecommerce","Comprobar el health live del sistema",""
"","702","Consultar el estado de los códigos de descuento","","2026-07-29","failed","2026-07-29","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento",""
