"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1074","Crear un carrito","","2026-07-01","passed","2026-07-01","","Requests al backend del Ecommerce","Crear un carrito",""
"","2297","Desactivar un médico haciendo un borrado lógico","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
"","15800","Consultar estado de la base de datos","","2026-07-01","passed","2026-07-01","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","1863","Registrar un cliente nuevo exitosamente","","2026-07-01","passed","2026-07-01","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","2310","Validar integracion de la tasa de cambio","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","2665","Actualizar la especialidad de un médico específico","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","2388","Registrar un nuevo medico exitosamente","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","1435","Consultar el estado de los códigos de descuento de doctores","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","2199","Comprobar el estado de los componentes","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","2407","Listar todos los médicos activos","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
"","2132","Obtener los datos propios de un cliente autenticado","","2026-07-01","passed","2026-07-01","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","2777","Autenticarme como un cliente","","2026-07-01","passed","2026-07-01","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","1336","Comprobar el estado de una comanda registrada","","2026-07-01","failed","2026-07-01","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
