"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3357","Registrar un cliente nuevo exitosamente","","2026-07-16","passed","2026-07-16","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","914","Comprobar el estado de una comanda registrada","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
"","43704","Validar que el home carga correctamente","","2026-07-16","failed","2026-07-16","","Home del Ecommerce","Validar que el home carga correctamente",""
"","2074","Registrar un nuevo medico exitosamente","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","3010","Listar todos los médicos activos","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
"","2165","Desactivar un médico haciendo un borrado lógico","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
"","2089","Comprobar el estado de los componentes","","2026-07-16","passed","2026-07-16","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","2911","Validar integracion de la tasa de cambio","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","1061","Consultar el estado de los códigos de descuento de doctores","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","953","Crear un carrito","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Crear un carrito",""
"","19537","Consultar estado de la base de datos","","2026-07-16","passed","2026-07-16","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","2199","Autenticarme como un cliente","","2026-07-16","passed","2026-07-16","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","2061","Actualizar la especialidad de un médico específico","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","3957","Obtener los datos propios de un cliente autenticado","","2026-07-16","failed","2026-07-16","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
