"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1848","Registrar un cliente nuevo exitosamente","","2026-07-04","passed","2026-07-04","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","846","Comprobar el estado de una comanda registrada","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
"","1926","Desactivar un médico haciendo un borrado lógico","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
"","2021","Obtener los datos propios de un cliente autenticado","","2026-07-04","passed","2026-07-04","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","1659","Comprobar el estado de los componentes","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","42499","Validar que el home carga correctamente","","2026-07-04","failed","2026-07-04","","Home del Ecommerce","Validar que el home carga correctamente",""
"","2109","Registrar un nuevo medico exitosamente","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","748","Crear un carrito","","2026-07-04","passed","2026-07-04","","Requests al backend del Ecommerce","Crear un carrito",""
"","1894","Actualizar la especialidad de un médico específico","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","9856","Consultar estado de la base de datos","","2026-07-04","passed","2026-07-04","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","2504","Autenticarme como un cliente","","2026-07-04","passed","2026-07-04","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","2066","Validar integracion de la tasa de cambio","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
"","906","Consultar el estado de los códigos de descuento de doctores","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","2020","Listar todos los médicos activos","","2026-07-04","failed","2026-07-04","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
