"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2679","Registrar un nuevo medico exitosamente","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Registrar un nuevo medico exitosamente",""
"","3581","Obtener los datos propios de un cliente autenticado","","2026-07-03","passed","2026-07-03","","Requests al backend del Ecommerce","Obtener los datos propios de un cliente autenticado",""
"","2232","Desactivar un médico haciendo un borrado lógico","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Desactivar un médico haciendo un borrado lógico",""
"","1873","Listar todos los médicos activos","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Listar todos los médicos activos",""
"","2444","Autenticarme como un cliente","","2026-07-03","passed","2026-07-03","","Requests al backend del Ecommerce","Autenticarme como un cliente",""
"","766","Crear un carrito","","2026-07-03","passed","2026-07-03","","Requests al backend del Ecommerce","Crear un carrito",""
"","17455","Consultar estado de la base de datos","","2026-07-03","passed","2026-07-03","","Requests al backend del Ecommerce","Consultar estado de la base de datos",""
"","43232","Validar que el home carga correctamente","","2026-07-03","failed","2026-07-03","","Home del Ecommerce","Validar que el home carga correctamente",""
"","961","Consultar el estado de los códigos de descuento de doctores","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Consultar el estado de los códigos de descuento de doctores",""
"","958","Comprobar el estado de una comanda registrada","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Comprobar el estado de una comanda registrada",""
"","2499","Actualizar la especialidad de un médico específico","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Actualizar la especialidad de un médico específico",""
"","1941","Comprobar el estado de los componentes","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Comprobar el estado de los componentes",""
"","3471","Registrar un cliente nuevo exitosamente","","2026-07-03","passed","2026-07-03","","Requests al backend del Ecommerce","Registrar un cliente nuevo exitosamente",""
"","2361","Validar integracion de la tasa de cambio","","2026-07-03","failed","2026-07-03","","Requests al backend del Ecommerce","Validar integracion de la tasa de cambio",""
